id,iron_mg,magnesium_mg,zinc_mg,vitamin_d_mcg,vitamin_c_mg,vitamin_b12_mcg
2708934,0.99,14,0.39,0,1.8,0.01
2708935,0.99,14,0.39,0,1.8,0
2708936,1.18,14,0.37,0,5.9,0
2708937,1.17,14,0.37,0,5.8,0
2708938,1.18,14,0.38,0,5.8,0.02
2708939,1.16,14,0.36,0,5.8,0.01
2708940,0.98,14,0.39,0,1.7,0
2708941,1.03,14,0.47,0.2,1.6,0.12
2708942,1.11,16,0.45,0.2,1.5,0.41
2708943,0.94,18,0.92,0,2,0.52
2708944,1.18,17,0.64,0,2.1,0.13
2708945,1.12,15,0.49,0.4,1.4,0.46
2708946,0.97,16,0.59,0,1.5,0.07
2708947,0.9,16,0.83,0.1,1.6,0.15
2708948,1,15,0.74,0.2,1.5,0.12
2708949,1.6,22,0.74,0.7,1.6,0.22
2708950,0.93,28,0.92,0,10.5,0.26
2708951,0.46,10,0.69,0,3.8,0
2708952,0.46,10,0.69,0,3.8,0
2708953,0.5,12,0.83,0,3.2,0.06
2708954,0.55,13,0.97,0.1,3.3,0.11
2708955,0.77,12,1.37,0,3.2,0.26
2708956,0.44,14,0.83,0,3.2,0.25
2708957,0.39,14,0.37,0,4.7,0.22
2708958,1.34,21,2.54,0.4,0,0.44
2708959,0.21,13,0.38,0,0.9,0.1
2708960,0.18,7,0.39,0,1.7,0
2708961,0.21,13,0.38,0,0.9,0.1
2708962,0.24,8,0.69,5.7,0.8,0.66
2708963,0.22,11,0.4,3.4,0.5,1.14
2708964,0.2,13,0.69,0,0.5,0.4
2708965,0.31,12,0.38,0.4,0.5,0.51
2708966,0.18,7,0.39,0,1.7,0
2708967,0.22,18,0.36,0,0,0.2
2708968,0.26,10,0.81,8.1,0.5,0.94
2708969,0.23,13,0.4,4.9,0,1.62
2708970,0.2,16,0.81,0,0,0.57
2708971,0.35,15,0.37,0.6,0,0.72
2708972,0.94,8,0.83,1.3,0.3,0.42
2708973,1.09,17,0.86,0.5,7.4,0.54
2708974,1.35,19,0.94,0,6.9,0.14
2708975,0.74,16,0.62,0,9.1,0.1
2708976,1.79,13,0.57,0,3.1,0.02
2708977,1.81,25,1.03,0,22.7,0.47
2708978,1.98,15,0.95,0.2,1.6,0.24
2708979,2.29,20,1.07,0.4,3,0.31
2708980,1.51,20,0.59,0,0,0
2708981,0.47,7,0.53,0,0,0.24
2708982,0.44,6,0.37,0,0.6,0.12
2708983,0.4,6,0.21,0,1.2,0
2708984,0.62,6,0.37,0.5,0,0.2
2708985,1.04,11,0.32,0,4.1,0
2708986,2.47,39,0.94,0,0,0
2708987,2.06,29,0.77,0,0.6,0
2708988,1.61,42,0.79,0,0,0
2708989,1.6,32,0.72,0,0.4,0
2708990,2.55,40,0.96,0,0,0
2708991,1.46,28,0.62,0,1.5,0
2708992,1.64,33,1.11,0,0.3,0.13
2708993,2.12,30,0.79,0,0.6,0
2708994,1.65,44,0.82,0,0,0
2708995,1.65,33,0.74,0,0.4,0
2708996,0.99,16,0.51,0,0.9,0
2708997,1.01,16,0.52,0,0.9,0
2708998,0.99,16,0.51,0,0.9,0
2708999,1.25,14,0.52,0,2.4,0
2709000,1.27,14,0.53,0,2.5,0
2709001,1.25,14,0.52,0,2.4,0
2709002,0.96,11,0.41,0,0.9,0
2709003,0.98,11,0.42,0,0.9,0
2709004,0.97,11,0.41,0,0.9,0
2709005,1.12,13,0.47,0,1.5,0
2709006,1.14,13,0.48,0,1.5,0
2709007,1.12,13,0.47,0,1.5,0
2709008,0.97,11,0.36,0,4.1,0
2709009,0.98,11,0.36,0,4.2,0
2709010,0.97,11,0.36,0,4.1,0
2709011,1.06,14,0.46,0,19.5,0
2709012,1.08,14,0.48,0,19.9,0
2709013,1.06,14,0.46,0,19.5,0
2709014,0.97,11,0.38,0,2.6,0
2709015,0.98,11,0.39,0,2.7,0
2709016,0.97,11,0.38,0,2.6,0
2709017,1.01,12,0.41,0,11,0
2709018,1.03,13,0.42,0,11.3,0
2709019,1.01,12,0.41,0,11,0
2709020,1.01,13,0.44,0,9.9,0
2709021,1.03,13,0.44,0,10.1,0
2709022,1.01,13,0.44,0,9.9,0
2709023,0.99,12,0.41,0,10.4,0
2709024,1.01,12,0.42,0,8.1,0
2709025,1,12,0.41,0,7.9,0
2709026,0.97,13,0.41,0,7.8,0
2709027,1,13,0.42,0,6.6,0
2709028,0.97,13,0.41,0,7.8,0
2709029,2.18,23,0.82,0,1.3,0
2709030,2.18,23,0.82,0,1.3,0
2709031,2.27,24,0.86,0,1.3,0
2709032,2.34,33,0.78,0,1.3,0
2709033,2.23,51,1.02,0,0,0
2709034,1.8,41,0.85,0,0.6,0
2709035,1.34,55,0.88,0,0,0
2709036,1.33,44,0.8,0,0.4,0
2709037,0.53,36,0.68,0,0.8,0
2709038,0.54,36,0.69,0,0.8,0
2709039,0.53,36,0.68,0,0.8,0
2709040,0.75,35,0.69,0,2.1,0
2709041,0.76,35,0.7,0,2.1,0
2709042,0.75,35,0.69,0,2.1,0
2709043,0.5,32,0.59,0,0.7,0
2709044,0.51,33,0.6,0,0.8,0
2709045,0.5,32,0.59,0,0.7,0
2709046,0.64,33,0.64,0,1.3,0
2709047,0.64,34,0.66,0,1.3,0
2709048,0.64,33,0.64,0,1.3,0
2709049,0.55,30,0.53,0,3.6,0
2709050,0.56,30,0.54,0,3.6,0
2709051,0.55,30,0.53,0,3.6,0
2709052,0.58,35,0.64,0,16.6,0
2709053,0.59,35,0.65,0,17,0
2709054,0.58,35,0.64,0,16.6,0
2709055,0.53,31,0.56,0,2.2,0
2709056,0.54,32,0.57,0,2.3,0
2709057,0.53,31,0.56,0,2.2,0
2709058,0.57,32,0.58,0,9.5,0
2709059,0.57,33,0.59,0,9.7,0
2709060,0.57,32,0.57,0,12.1,0
2709061,0.54,33,0.61,0,8.4,0
2709062,0.55,34,0.63,0,8.6,0
2709063,0.54,33,0.61,0,8.4,0
2709064,1.25,26,0.34,0,5.6,0
2709065,0.55,32,0.58,0,6.8,0
2709066,0.56,33,0.59,0,6.9,0
2709067,0.55,32,0.58,0,6.8,0
2709068,0.52,33,0.59,0,5.5,0
2709069,0.53,34,0.6,0,5.6,0
2709070,0.52,33,0.59,0,5.5,0
2709071,1.11,14,0.51,0.3,2.1,0.09
2709072,0.79,14,1.96,0.1,48.2,0.67
2709073,0.93,14,1.54,0.2,34.6,0.52
2709074,0.54,12,0.61,0.1,45.4,0.06
2709075,0.83,14,1.08,0,10.9,0.35
2709076,0.6,12,0.29,0,14.1,0
2709077,0.74,11,0.33,0,1,0.01
2709078,1.77,9,0.78,0,5.4,1.07
2709079,1.08,8,0.28,0.2,0.1,0.01
2709080,1.46,29,0.48,0,0.5,0.19
2709081,0.38,37,0.95,0.1,0,0
2709082,0.66,9,0.35,0.2,0,0
2709083,0.92,12,0.32,0.1,0.6,0.01
2709084,1.15,13,0.48,0,0.1,0.08
2709085,1.11,11,0.38,0,11.2,0.03
2709086,1.12,11,0.38,0,11.3,0.03
2709087,1.1,11,0.38,0,11.2,0.03
2709088,1.56,14,2.11,0,8.4,0.82
2709089,0.92,8,0.26,0.1,0.5,0.02
2709090,1.21,14,0.46,0.1,0.2,0
2709091,0.36,10,0.23,0.3,26.7,0
2709092,0.89,14,0.73,0.3,0.2,0.12
2709093,0.91,14,0.75,0.3,0.2,0.12
2709094,0.89,14,0.73,0.3,0.2,0.12
2709095,0.81,9,0.34,0,0,0
2709096,0.82,9,0.35,0,0,0
2709097,0.81,9,0.34,0,0,0
2709098,0.82,10,0.33,0,0,0.01
2709099,0.83,10,0.34,0,0,0.01
2709100,0.82,10,0.33,0,0,0.01
2709101,0.49,32,0.85,0.3,0.2,0.1
2709102,0.5,33,0.87,0.3,0.2,0.1
2709103,0.49,32,0.85,0.3,0.2,0.1
2709104,0.42,28,0.52,0,0,0
2709105,0.42,28,0.52,0,0,0
2709106,0.42,28,0.52,0,0,0
2709107,0.43,29,0.51,0,0,0.01
2709108,0.43,29,0.52,0,0,0.01
2709109,0.43,29,0.51,0,0,0.01
2709110,0.88,16,0.68,0.3,0.8,0.09
2709111,0.89,16,0.7,0.3,0.8,0.09
2709112,0.88,16,0.68,0.3,0.8,0.09
2709113,0.81,11,0.37,0,0.6,0
2709114,0.82,12,0.38,0,0.6,0
2709115,0.81,11,0.37,0,0.6,0
2709116,0.82,12,0.36,0,0.6,0.01
2709117,0.83,12,0.37,0,0.6,0.01
2709118,0.82,12,0.36,0,0.6,0.01
2709119,0.55,31,0.79,0.2,0.7,0.08
2709120,0.56,31,0.8,0.2,0.7,0.08
2709121,0.55,31,0.79,0.2,0.7,0.08
2709122,0.49,27,0.51,0,0.6,0
2709123,0.49,27,0.52,0,0.6,0
2709124,0.49,27,0.51,0,0.6,0
2709125,0.5,28,0.5,0,0.6,0.01
2709126,0.5,28,0.51,0,0.6,0.01
2709127,0.5,28,0.5,0,0.6,0.01
2709128,4.06,10,0.22,0,11,0
2709129,1.87,17,0.73,0,1.3,0
2709130,3.57,27,1.7,0,9.5,0
2709131,0.74,22,0.3,0,15.8,0
2709132,1.74,15,0.43,0,18.8,0
2709133,1.59,17,0.73,0.4,16.6,0.17
2709134,1.67,26,0.6,0,18.8,0
2709135,1.53,27,0.89,0.4,16.7,0.17
2709136,1.68,15,0.62,0.4,16.6,0.17
2709137,2.09,19,0.54,0,0.4,0
2709138,2.09,19,0.54,0,0.4,0
2709139,1.97,36,0.83,0,0.4,0
2709140,0.87,18,0.54,0,8.3,0.06
2709141,0.93,16,0.93,0,6.7,0.28
2709142,0.93,16,0.93,0,6.7,0.28
2709143,1.72,15,0.95,0.5,0.2,0.44
2709144,0.66,13,0.52,0,5.2,0.1
2709145,0.68,13,0.52,0.2,3.2,0.18
2709146,0.35,10,0.29,0,3.7,0.03
2709147,0.53,11,0.82,0,3.7,0.25
2709148,0.32,9,0.23,0,2.7,0.03
2709149,0.38,11,0.31,0,3.7,0.04
2709150,0.16,9,0.19,0,5.2,0.02
2709151,0.6,8,0.3,0.4,1.4,0.15
2709152,0.62,5,0.1,0,0,0.04
2709153,0.98,14,0.72,0.3,2.8,0.32
2709154,1.1,14,1.18,0,3.1,0.37
2709155,0.85,15,0.48,0,3.1,0.05
2709156,0.77,14,0.34,0.1,3.1,0.29
2709157,0.9,15,0.37,0,3.1,0
2709158,0.98,14,0.72,0.3,2.8,0.32
2709159,0.97,14,0.46,0.2,2.8,0.1
2709160,0.24,6,0.37,0,1.7,0.09
2709161,0.77,11,0.26,0,1.9,0
2709162,0.39,21,0.42,0,3.7,0.03
2709163,4.24,151,2.93,0,0,0
2709164,0.15,12,0.07,0,26.7,0
2709165,0.08,9,0.07,0,31.2,0
2709166,0.41,10,0.09,0,21.8,0
2709167,0.86,20,0.17,0,43.9,0
2709168,0.6,8,0.06,0,53,0
2709169,0.98,7,0.46,0.9,9.4,0.26
2709170,0.6,6,0.11,0,29.1,0
2709171,0.22,10,0.09,0,56.2,0
2709172,0.26,11,0.5,0,33.3,0
2709173,0.27,11,0.51,0,34.2,0
2709174,0.26,10,0.48,0,32.5,0
2709175,0.15,12,0.07,0,26.7,0
2709176,0.2,12,0.05,0,38,0
2709177,0.04,9,0.04,0,31.8,0
2709178,0.04,9,0.04,0,31.8,0
2709179,0.06,9,0.04,0,22.2,0
2709180,0.08,6,0.05,0,38.7,0
2709181,0.08,6,0.05,0,38.7,0
2709182,0.06,7,0.19,0,14.3,0
2709183,0.09,8,0.08,0,30,0
2709184,0.09,8,0.08,0,30,0
2709185,0.23,7,0.06,0,6.4,0
2709186,0.06,10,0.03,0.4,28.7,0
2709187,0.07,10,0.03,0,30.5,0
2709188,0.06,10,0.03,0,28.7,0
2709189,0.06,10,0.03,1,28.7,0
2709190,0.09,11,0.05,0,41.3,0
2709191,0.33,35,0.16,0,144.8,0
2709192,0.09,11,0.05,0,41.4,0
2709193,0.2,8,0.03,0,29.4,0
2709194,0.06,10,0.03,0,28.7,0
2709195,1.3,24,0.28,0,5.5,0
2709196,1.4,16,0.2,0,3.9,0
2709197,2.66,32,0.39,0,1,0
2709198,0.9,18,0.49,0,23.8,0
2709199,0.68,22,0.25,0,19.3,0
2709200,1.25,76,0.75,0,6.3,0
2709201,1.88,36,0.37,0,4.7,0
2709202,0.39,4,0.1,0,0.2,0
2709203,1.02,43,0.29,0,0.4,0
2709204,2.03,68,0.66,0,1.2,0
2709205,0.23,20,0.3,0,42.3,0
2709206,0.69,56,0.22,0,32.4,0
2709207,4.06,42,0.57,0,4.8,0
2709208,2.1,33,0.39,0,7,0
2709209,0.42,24,0.3,0,4,0
2709210,0.16,35,0.3,0,31.1,0
2709211,0.93,41,0.44,0,0.6,0
2709212,1.79,36,0.36,0,2.3,0
2709213,0.12,14,0.09,0,19.8,0
2709214,0.17,6,0.1,0,9,0
2709215,0.03,5,0.02,0,4.6,0
2709216,0.04,4,0,0,40.8,0
2709217,0.04,4,0,0,43.7,0
2709218,0.04,4,0,0,40.8,0
2709219,0.29,2,0.04,0,1.7,0
2709220,0.19,6,0.05,0,3.9,0
2709221,0.39,10,0.2,0,10,0
2709222,0.3,6,0.1,0,3.1,0
2709223,0.55,29,0.64,0,10,0
2709224,0,28,0.16,0,12,0
2709225,0.06,30,0.17,0,10.4,0
2709226,0.38,13,0.44,0,10.9,0
2709227,0.26,11,0.21,0,12.3,0
2709228,0.08,10,0.12,0,34.4,0
2709229,0.43,4,0.26,0,0,0
2709230,1.08,5,0.06,0,1.6,0
2709231,0.11,12,0.06,0,10.4,0
2709232,0.34,8,0.07,0,2,0
2709233,0.11,12,0.06,0,10.4,0
2709234,0.12,14,0.09,0,19.8,0
2709235,0.37,17,0.15,0,2,0
2709236,0.28,13,0.11,0,1.2,0
2709237,0.18,8,0.04,0,3.2,0
2709238,0.26,22,0.23,0,228.3,0
2709239,0.24,16,0.14,0,74.7,0
2709240,0.31,10,0.07,0,71.5,0
2709241,0.17,10,0.09,0,18,0
2709242,0.16,10,0.09,0,36.4,0
2709243,0.12,8,0.07,0,21.8,0
2709244,0.16,10,0.09,0,36.4,0
2709245,0.3,9,0.21,0,2.9,0
2709246,0.25,21,0.08,0,60.9,0
2709247,0.19,16,0.06,0,36.5,0
2709248,1.6,29,0.1,0,30,0
2709249,0.34,8,0.23,0,4.1,0
2709250,0.34,6,0.09,0,2.7,0
2709251,0.3,5,0.08,0,2.7,0
2709252,0.39,6,0.1,0,2.8,0
2709253,0.34,8,0.23,0,4.1,0
2709254,0.18,7,0.09,0,4.3,0
2709255,0,8,0.02,0,3.8,0
2709256,0.25,5,0.09,0,1,0
2709257,0.2,4,0.08,0,0.9,0
2709258,0.29,6,0.1,0,1.1,0
2709259,0.15,9,0.11,0,7.5,0
2709261,0.42,17,0.12,0,7.1,0
2709262,0.37,17,0.11,0,7.1,0
2709263,0.46,18,0.12,0,7,0
2709264,0.05,13,0.11,0,58.6,0
2709265,0.17,7,0.1,0,9.5,0
2709266,0.13,5,0.08,0,5.7,0
2709267,0.3,12,0.35,0,10.2,0
2709268,0.2,11,0.09,0,5.7,0
2709269,2.8,92,0.1,0,3.5,0
2709271,0.28,11,0.1,0,44.2,0
2709272,0.55,14,0.17,0,17.4,0
2709274,0.8,22,0.25,0,3.1,0
2709276,0.43,4,0.09,0,0.5,0
2709277,0.18,5,0.07,0,2.5,0
2709278,0.8,10,0.1,0,0.7,0
2709280,0.41,2,0.03,0,1,0
2709282,0.45,19,0.22,0,23,0
2709284,0.49,8,0.09,0,31.7,0
2709285,0.75,11,0.13,0,41.2,0
2709286,0.12,15,0.12,0,43.8,0
2709287,0.18,14,0.14,0,19.7,0
2709288,0.16,13,0.12,0,26.7,0
2709289,0.28,7,0.09,0,2,0
2709290,0.23,6,0.08,0,1.9,0
2709291,0.33,8,0.1,0,2.1,0
2709292,0.34,11,0.2,0,30.2,0
2709293,0.28,15,0.24,0,3.4,0.02
2709294,0.12,8,0.14,0,3.6,0.08
2709295,0.88,35,0.44,0,46.6,0
2709296,0.28,22,0.32,0,16.9,0.02
2709297,0.26,25,0.35,0.2,18.6,0
2709298,0.28,25,0.34,0,19.4,0
2709299,0.28,21,0.31,0,15.9,0.02
2709300,0.26,21,0.3,0,15.9,0.03
2709301,0.25,22,0.32,0,16.3,0.03
2709302,0.28,21,0.31,0,16.4,0.02
2709303,0.27,24,0.33,0.2,18.1,0
2709304,0.29,24,0.32,0,18.8,0
2709305,0.28,20,0.29,0,15.5,0.02
2709306,1.34,20,1.25,1.5,5,0.5
2709307,0.54,28,0.62,0,10.2,0
2709308,0.52,27,0.59,0,10.5,0
2709309,0.43,4,0.05,0,7.7,0
2709310,0.06,12,0.12,0,52.7,0.01
2709311,0.24,9,0.23,0,19.5,0
2709312,0.32,6,0.03,0,16.8,0
2709313,0.62,1,0.43,0,10.3,0
2709314,0.17,2,0.04,0,5.2,0
2709315,0.08,7,0.03,0.1,34.7,0
2709316,0.11,7,0.05,0,28.2,0
2709317,0.12,6,0.05,0,21.2,0
2709318,0.08,5,0.05,0,31.5,0
2709319,0.12,5,0.02,0,0.9,0
2709320,0.06,5,0,0,38.6,0
2709321,0.13,5,0.04,0,30.3,0
2709322,0.48,21,0.41,0,11.3,0
2709323,0.22,4,0.06,0,5.3,0
2709324,0.13,4,0.04,0,0,0
2709325,0.08,6,0.04,0,50.4,0
2709326,0.25,10,0.07,0,25,0
2709327,0.34,3,0.15,0,3,0
2709328,0.24,17,0.05,0,29.8,0
2709329,0.31,12,0.11,0,43.8,0
2709330,0.1,7,0.09,0,0.1,0
2709331,1.18,14,0.21,0,4.1,0
2709332,0.17,9,0.07,0,38.7,0
2709333,0.24,10,0.1,0,8.1,0
2709334,0.23,12,0.08,0.1,22.7,0
2709335,0.3,26,0.53,0.1,21,0.18
2709336,0.52,19,0.19,0.3,9.6,0.1
2709337,0.22,13,0.08,0.2,25.7,0
2709338,0.17,14,0.42,0.3,8.9,0.31
2709339,0.2,14,0.08,0,8.4,0
2709340,0.36,3,0.02,0,15.2,0
2709341,0.1,5,0.03,0,29.7,0
2709342,0,10,0.06,0,4.3,0
2709343,0.16,6,0.18,0,3,0
2709344,0.54,2,0.02,0,21.3,0
2709345,0.36,3,0.02,0,15.2,0
2709346,0.07,4,0.01,0,0,0
2709347,0.34,3,0.15,0,3,0
2709348,0.1,7,0.02,0,11.9,0
2709349,0.26,3,0.07,0,1.1,0
2709350,0.36,3,0.02,0,11.1,0
2709351,0.2,5,0.04,0,0,0
2709382,0.34,24,0.28,0,12.1,0
2709384,0.35,25,0.29,0,12.7,0
2709386,0.34,24,0.28,0,12.1,0
2709387,0.34,24,0.28,0,12.1,0
2709388,0.35,25,0.29,0,12.7,0
2709389,0.34,24,0.28,0,12.1,0
2709390,0.34,24,0.28,0,12.1,0
2709391,0.34,24,0.28,0,12.1,0
2709392,0.33,24,0.28,0.2,12.2,0
2709393,1.03,27,0.34,0,9.1,0
2709394,1.03,27,0.34,0,9.1,0
2709395,1.08,28,0.36,0,9.6,0
2709396,1.03,27,0.34,0,9.1,0
2709397,1.03,27,0.34,0,9.1,0
2709398,1.02,27,0.34,0.2,9.1,0
2709399,1.2,13,0.27,0,4.8,0
2709400,1.2,13,0.27,0,4.8,0
2709401,1.25,14,0.28,0,5.1,0
2709404,1.08,28,0.36,0,9.6,0
2709416,0.38,20,0.32,0,11.7,0.01
2709417,0.31,20,0.27,0,7.4,0
2709418,0.45,13,0.54,0,4.7,0.04
2709419,0.45,13,0.54,0,4.7,0.04
2709420,0.23,14,0.2,0,4.7,0
2709421,1.28,63,1.09,0,21.6,0
2709422,1.28,63,1.09,0,21.6,0
2709423,1.36,58,0.98,0,62.4,0
2709424,1.36,58,0.98,0,62.4,0
2709425,1.36,58,0.98,0,62.4,0
2709426,1.36,58,0.98,0,62.4,0
2709427,1.28,63,1.09,0,21.6,0
2709428,1.36,58,0.98,0,62.4,0
2709429,1.36,58,0.98,0,62.4,0
2709430,1.36,58,0.98,0,62.4,0
2709431,1.36,58,0.98,0,62.4,0
2709432,0.8,40,0.58,0,1.2,0
2709433,0.8,40,0.58,0,1.2,0
2709435,0.8,43,0.45,0,0,0
2709436,1.34,88,1,0,25.4,0
2709437,1.11,45,0.7,0,12,0
2709438,1.19,78,0.89,0,22.6,0
2709439,1.43,62,1.51,0,27.2,0
2709440,1.43,62,1.51,0,27.2,0
2709441,0.8,43,0.45,0,0,0
2709442,0.8,43,0.45,0,0,0
2709443,0.8,43,0.45,0,0,0
2709444,2.27,64,0.99,0,47.3,0
2709445,2.25,63,0.98,0,46.8,0
2709446,2.25,63,0.98,0,46.8,0
2709447,1.6,70,0.82,0,8.5,0
2709448,0.29,22,1.07,0.4,6.3,0.2
2709449,0.33,20,0.99,0.2,5.9,0.14
2709450,0.29,22,1.07,0.4,6.3,0.2
2709451,0.31,21,1.09,0.5,6,0.21
2709452,0.32,21,1.03,0.5,5.9,0.21
2709453,0.34,21,1.06,0.5,5.7,0.21
2709454,0.32,21,1.01,0.5,5.8,0.2
2709455,0.33,20,1.03,0.5,5.5,0.21
2709456,0.53,22,0.32,0,7.8,0
2709457,0.53,22,0.32,0,7.8,0
2709458,0.64,23,0.28,0,9.7,0
2709459,0.66,24,0.3,0,10.1,0
2709460,0.57,24,0.35,0,8.6,0
2709461,0.81,35,0.5,0,4.7,0
2709462,0.91,29,0.51,0,1.1,0
2709463,0.53,22,0.32,0,7.8,0
2709464,0.66,24,0.3,0,10.1,0
2709465,0.72,25,0.47,0,3.1,0.03
2709466,0.61,24,0.71,0,9.1,0.14
2709467,1.17,31,0.9,0,5.2,0.17
2709468,1.01,25,0.77,0,3.8,0.15
2709469,0.72,25,0.47,0,3.1,0.03
2709470,1.01,25,0.77,0,3.8,0.15
2709471,1.17,31,0.9,0,5.2,0.17
2709472,0.64,23,0.28,0,9.7,0
2709473,0.61,22,0.27,0,9.4,0
2709474,0.65,23,0.29,0,9.8,0
2709475,0.64,23,0.28,0,9.7,0
2709476,0.58,20,0.25,0,22.1,0
2709477,0.54,28,0.38,0,6.6,0
2709478,0.6,21,0.36,0,5.4,0
2709479,0.53,22,0.91,0.1,4.5,0.17
2709481,0.53,22,0.91,0.1,4.5,0.17
2709482,0.54,28,0.38,0,6.7,0
2709483,0.64,23,0.28,0,9.7,0
2709484,0.57,24,0.78,0.1,8.3,0.15
2709485,0.54,28,0.38,0,6.6,0
2709486,0.54,28,0.38,0,6.6,0
2709487,0.47,28,0.92,0.1,5.5,0.17
2709488,0.77,25,0.31,0,9.8,0
2709489,0.66,25,0.94,0.1,8,0.11
2709490,0.67,25,1.06,0.1,7.5,0.16
2709491,0.66,25,0.94,0.1,8,0.11
2709492,0.28,21,0.3,0,10.1,0.04
2709493,0.31,15,0.22,0,0,0.07
2709494,0.27,13,0.19,0,0,0.06
2709495,0.27,14,0.3,0.1,0.1,0.22
2709496,0.28,21,0.3,0,10.1,0.04
2709497,0.27,22,0.66,0.1,9,0.15
2709498,0.24,18,0.26,0,8.1,0.03
2709499,0.28,21,0.3,0,10.1,0.04
2709501,0.24,17,0.25,0.1,7.7,0.03
2709502,0.18,13,0.22,0.4,11.7,0.17
2709503,0.19,13,0.21,0.1,11.7,0.05
2709504,0.19,13,0.21,0.1,11.7,0.05
2709505,0.18,14,0.58,0.1,10.4,0.16
2709506,0.17,11,0.18,0.1,9.3,0.04
2709508,0.26,15,0.66,0.2,0.1,0.31
2709509,0.23,12,0.26,0.1,0.1,0.18
2709510,0.75,13,0.44,0.5,0.5,0.28
2709511,0.47,16,0.26,0,6.4,0
2709512,0.46,16,0.26,0,6.4,0
2709513,0.66,24,0.3,0,10.1,0
2709514,0.47,16,0.26,0,6.4,0
2709515,0.5,17,0.27,0,6.9,0
2709516,0.47,16,0.26,0,6.4,0
2709517,0.47,16,0.26,0,6.4,0
2709518,0.33,24,0.28,0,12.1,0
2709519,0.3,23,0.29,0,11.1,0
2709520,0.29,23,0.55,0.1,10.2,0.09
2709521,0.31,23,0.61,0.1,10,0.11
2709522,0.55,24,0.73,0.1,10.3,0.15
2709523,0.34,23,0.55,0.1,12.7,0.08
2709524,1.08,28,0.36,0,9.6,0
2709525,1.02,27,0.34,0,9.1,0
2709526,0.93,25,0.35,0,8.3,0
2709527,0.87,25,0.61,0.1,7.7,0.09
2709528,0.87,25,0.66,0.1,7.5,0.11
2709529,1.09,26,0.78,0.1,8,0.15
2709530,0.93,26,0.61,0.1,10.1,0.08
2709531,0.44,19,0.36,0.3,8.8,0.15
2709532,0.5,15,0.33,0.1,0.8,0.07
2709533,0.39,16,0.32,0.3,5,0.13
2709534,0.39,16,0.32,0.3,5,0.14
2709535,0.39,16,0.32,0.3,5,0.13
2709536,0.4,16,0.34,0.3,5.3,0.16
2709537,0.38,16,0.32,0.3,5.3,0.15
2709538,0.4,16,0.33,0.3,5.3,0.14
2709539,0.4,16,0.33,0.3,5.3,0.14
2709540,0.39,15,0.32,0.3,5,0.13
2709541,0.89,24,0.38,0.1,7.8,0.03
2709542,0.34,20,0.26,0,10,0.02
2709543,0.3,16,0.24,0,5.8,0.02
2709544,0.29,16,0.23,0,5.7,0
2709545,0.28,16,0.23,0,5.7,0.01
2709546,0.29,16,0.23,0,5.7,0
2709547,0.3,17,0.24,0,6,0.03
2709548,0.27,16,0.22,0,6,0.01
2709549,0.29,17,0.23,0,6.1,0
2709550,0.29,17,0.23,0,6,0
2709551,0.28,16,0.22,0,5.6,0
2709552,1.3,26,0.53,0.4,15.6,0.14
2709553,1.75,22,0.4,0.2,4.8,0.01
2709554,0.38,23,0.37,0,15.1,0
2709555,0.36,20,0.32,0,15.1,0
2709556,0.34,13,0.23,0.2,7.1,0
2709557,0.48,13,0.67,0.3,5.5,0.09
2709558,0.55,36,0.19,0,15.6,0
2709559,0.54,35,0.18,0,15.1,0
2709560,0.55,36,0.19,0,18.4,0
2709561,0.54,35,0.18,0,15.1,0
2709562,0.53,35,0.18,0,15.1,0
2709563,0.97,71,0.37,0,32.1,0
2709564,0.28,22,0.36,0,18.2,0
2709565,0.27,19,0.31,0,15,0
2709566,0.5,39,0.64,0,28.9,0
2709567,0.58,34,0.24,0,4,0
2709568,0.43,28,0.3,0,11.1,0
2709569,1.2,84,0.38,0,5,0
2709570,2.57,70,0.38,0,30,0
2709571,2.68,73,0.4,0,21.9,0
2709574,1.8,81,0.36,0,30,0
2709575,1.88,84,0.38,0,21.9,0
2709576,0.47,27,0.21,0,35.3,0
2709577,0.5,29,0.22,0,26.5,0
2709578,1.12,30,0.27,0,26.3,0
2709579,0.49,28,0.22,0,25.7,0
2709580,0.49,28,0.22,0,25.7,0
2709581,1.09,29,0.26,0,25.6,0
2709582,0.49,28,0.22,0,25.7,0
2709583,0.49,28,0.22,0.1,25.7,0
2709584,1.09,29,0.26,0,25.6,0
2709585,1.08,29,0.26,0,25.6,0
2709586,1.3,38,0.23,0,69,0
2709587,1.36,40,0.24,0,50.3,0
2709588,3.1,36,0.41,0,35,0
2709589,3.23,38,0.43,0,25.5,0
2709590,0.27,12,0.25,0,4.6,0
2709591,0.4,15,0.65,0,4,0.13
2709592,0.7,13,0.67,0,3.2,0
2709593,1.14,31,0.3,0,46.6,0
2709594,1.09,26,0.28,0,21.2,0
2709595,1.12,31,0.29,0,45.3,0
2709596,1.12,31,0.29,0,45.3,0
2709597,1.06,25,0.27,0,20.6,0
2709598,1.46,19,0.22,0,14.2,0
2709599,1.6,33,0.39,0,93.4,0
2709600,1.72,35,0.42,0,70.1,0
2709601,0.84,25,0.27,0,17.7,0
2709602,1.67,34,0.41,0,68.1,0
2709603,1.67,34,0.41,0,68.1,0
2709604,0.82,24,0.26,0,17.2,0
2709605,0.68,22,0.29,0,35.8,0
2709606,1.64,32,0.25,0,70,0
