id,iron_mg,magnesium_mg,zinc_mg,vitamin_d_mcg,vitamin_c_mg,vitamin_b12_mcg
168195,0.14,10,0.06,0,48.8,0
168196,0.36,3,0.02,0,11.1,0
168197,0.11,7,0.05,0,28.2,0
168198,0.14,6,0.06,0,50.7,0
168199,0.67,58,0.23,0,3.4,0
168200,0.62,45,0.24,0,0,0
168201,0.11,5,0.04,0,0,0
168202,0.13,5,0.04,0,0,0
168203,0.15,5,0.04,0,0,0
168204,0.12,5,0.05,0,0,0
168205,0.26,11,0.11,0,31.3,0
168206,0.15,0,0,0,25,2.5
168207,0.25,10,0.07,0,25,0
168208,0.39,9,0.06,0,31.3,0
168209,0.76,23,0.31,0,17.6,0
168210,0.54,2,0.02,0,21.3,0
168211,0.21,12,0.08,0,161.3,0.08
168212,0.08,5,0.05,0,31.5,0
168213,0.2,14,0.08,0,38.4,0
168214,0.2,14,0.08,0,8.4,0
168215,0.75,41,0.18,0,20.2,0
168216,0.3,28,0.14,0,9.1,0
168217,1.16,112,1.29,0,38.1,0
168218,0.82,12,1.13,1.5,0,1.4
168219,0.69,13,1.59,0,0.4,0.61
168220,0.82,24,2.21,0.5,0.2,0.64
168221,0.46,9,0.75,1.8,0,0.54
168222,0.85,20,1.93,0.5,0.7,0.63
168223,1.01,22,2.96,0.8,0.3,0.68
168224,1.01,25,2.27,0.6,0.9,0.71
168225,1.12,25,3.26,0.9,0.4,0.72
168226,0.69,19,2.02,0.5,0,0.54
168227,0.87,22,2.42,0.6,0,0.5
168228,0.77,21,2.25,0.3,0,0.51
168229,0.92,24,2.67,0.4,0,0.5
168230,0.84,23,1.84,0.5,0.6,0.63
168231,1.13,20,2.48,0.8,0.6,0.55
168232,0.91,29,2.48,0.9,0.7,0.72
168234,0.71,18,2.74,0.6,0,0.53
168235,0.85,20,3.28,0.9,0,0.61
168236,0.91,21,3.34,0.9,0,0.66
168237,0.85,19,3.41,0.8,0,0.8
168238,0.63,25,1.77,0.5,0,0.53
168239,0.91,21,3.51,0.7,0,0.66
168240,0.8,26,2.22,0.7,0,0.54
168241,0.93,21,3.74,0.5,0,0.88
168242,0.59,23,1.85,0.7,0,0.54
168243,0.87,20,3.37,0.8,0,0.63
168244,0.68,25,2.25,0.8,0,0.52
168245,1.02,22,3.09,0.6,0,0.89
168246,0.82,23,1.95,0.5,0,0.56
168247,1.07,25,3.94,1,0,0.77
168248,0.96,26,2.62,0.7,0,0.61
168249,0.98,27,1.89,0.2,0,0.51
168250,1.15,29,2.42,0.2,0,0.57
168251,0.51,27,1.59,0.3,0,0.51
168252,0.91,23,2.37,0.9,0,0.66
168253,0.63,27,2.15,0.6,0,0.56
168254,0.64,26,2.16,0.4,0,0.55
168255,0.57,18,2.15,0.8,0,0.57
168256,0.92,22,3.1,1.1,0,0.74
168257,1.18,17,3.45,0,0.2,0.71
168258,0.62,20,2.41,0.6,0,0.55
168259,1.45,18,3.96,1.3,0.7,0.88
168260,1.2,22,3.36,0.6,0,0.91
168261,1.85,24,5.2,1.1,0,0.9
168262,1.56,24,5.02,1.2,0.3,1.13
168263,0.48,26,1.42,0.6,0,0.41
168264,1.6,14,1.27,0,13.5,2.19
168265,1.82,12,1.48,0,14,1.42
168266,1.02,6,1.02,0,1.1,0.82
168267,4.68,19,2.8,0,5.3,3.79
168268,5.83,24,3.09,0,2,3.79
168269,0.42,3,0.84,0,0,0.82
168270,4.89,17,2.75,0,13.3,8.49
168271,16.41,12,2.45,0,7.9,2.03
168272,4.25,16,2.44,0,0.7,0.58
168273,2.13,17,2.62,0,15.3,16.4
168274,2.69,23,4.29,0,5.7,17.07
168275,3.35,18,3.01,0,4.4,2.84
168276,4.99,20,4.53,0,1.7,2.39
168277,0.38,13,1.14,0.4,0,0.5
168278,0.94,12,1.66,0,27.2,0.99
168279,0.94,17,1.93,2.3,0,0.82
168280,0.92,21,2.23,0,0,0.71
168281,1.37,17,2.5,0,14,1.06
168282,1.11,25,2.81,0.9,0,0.88
168283,0.75,16,1.88,0,0,0.8
168284,0.94,22,2.57,0.9,0,0.7
168285,0.64,27,1.75,0.7,0,0.63
168286,0.48,23,1.31,0.3,0,0.43
168287,0.44,7,0.9,0.2,0,0.29
168288,0.82,13,2.35,0,0.3,1.3
168289,0.89,13,2.45,0,3.2,1.05
168290,0.98,5,1.05,0,0,0.41
168291,0.99,8,2.31,0,0,0.88
168292,0.93,23,3.2,0.6,0,0.79
168293,0.83,20,2.83,0.7,0,0.78
168294,0.84,26,2.32,0.5,0,0.83
168295,0.9,18,2.05,0.6,0,0.8
168296,1.4,19,2.63,0.8,0,0.68
168297,1.11,24,3.06,0.9,0.1,0.7
168298,0.62,25,1.6,0.3,0,0.61
168299,0.76,16,2.54,1.1,0,0.56
168300,0.92,17,3.07,1.2,0,0.74
168301,0.93,22,2.64,1.1,0.4,0.56
168302,0.77,22,1.69,0.6,0.3,0.53
168303,0.99,19,2.16,0.9,0.3,0.44
168304,0.82,28,2.38,0,0.3,0.7
168305,0.9,23,3,0.5,0,1.01
168306,1.39,23,4.46,1.2,0,0.94
168307,0.98,22,3.94,1.1,0,0.9
168308,0.55,22,1.7,0.4,0,0.49
168309,0.71,25,2.04,0.4,0,0.63
168310,0.88,27,2.18,0.6,0,0.75
168311,0.66,28,2.25,0.6,0,0.94
168312,0.97,27,1.87,0.3,0,0.52
168314,0.53,24,1.73,0.5,0,0.54
168315,0.54,26,1.8,0.4,0,0.51
168316,0.74,23,2.01,0.5,0.1,0.64
168317,1.1,21,1.4,0,1.4,0
168318,0.6,20,1.3,0,1.7,0
168319,0.6,21,1.5,0,1.7,0
168320,0.6,21,1.6,0,1.3,0
168322,0.95,31,3.06,0.4,0,1.09
168323,1.23,15,2.92,0,0,0.48
168324,0.13,0,0.06,0,0,0.09
168325,0.93,19,2.25,0,0,0.46
168326,0.74,17,1.64,0.9,0,0.44
168327,0.74,15,1.64,0.7,0,0.37
168328,0.78,17,1.6,0.6,0,0.34
168329,0.86,21,1.94,0.9,0,0.47
168330,1.2,23,3.03,0,0,0.6
168331,0.84,22,1.82,0.8,0,0.51
168332,0.87,19,2.08,0,0,0.49
168333,0.94,22,2.14,0.9,0,0.42
168334,0.85,22,1.98,0.8,0,0.42
168335,0.87,21,1.98,0.6,0,0.41
168336,0.76,18,1.99,0,0,0.31
168337,1.05,21,2.4,0,0,0.51
168338,1.1,20,2.79,0,0,0.37
168339,1.1,20,2.3,0,0,0.6
168340,0.76,20,1.65,0.6,0,0.44
168341,0.75,19,1.63,0.7,0,0.43
168342,1.05,19,2.2,0,0,0.57
168343,1.01,19,2.53,0,0,0.36
168344,0.94,19,2.15,0,0,0.47
168345,0.85,19,1.77,0.6,0,0.46
168346,0.98,16,1.74,0,0,0.38
168347,0.72,17,1.84,0,0,0.31
168348,1.02,15,1.33,0,0,0.5
168349,0.82,19,1.8,0.7,0,0.4
168350,0.82,18,1.95,0,0,0.47
168351,1,15,2.36,0,0,0.42
168352,0.9,19,2.16,0,0,0.44
168353,0.93,22,2.13,0.9,0,0.42
168354,0.83,22,1.8,0.8,0,0.5
168355,0.84,22,1.98,0.8,0,0.42
168356,1.46,23,2.91,0.8,0,0.61
168357,1.42,22,2.59,1,0,0.58
168358,0.92,20,2.18,0,0,0.54
168359,1.34,25,2.87,1,0,0.63
168360,1.23,23,2.43,0,0,0.6
168361,0.92,23,1.73,0.2,0,0.5
168362,1.82,21,4.85,1,0,0.94
168363,1.04,19,3.1,0.5,0,0.89
168364,0.56,29,1.74,0.6,0,0.68
168365,0.97,18,2.83,0.5,0,0.96
168366,1.72,20,4.48,1.1,0,0.98
168367,1.01,22,2.42,0,0,0.53
168368,0.97,23,4.11,0,0,0.69
168369,1.07,24,2.16,0,0,0.59
168370,1.06,25,2.86,0,0,0.58
168371,0.8,25,2.05,0,0,0.53
168372,0.88,16,1.91,0.4,0,0.73
168373,1.21,18,2.48,0.8,0,1.11
168374,1.16,22,2.54,0.5,0,0.97
168375,1.11,25,2.59,0.2,0,0.83
168376,0.84,17,2.73,0.9,0,0.54
168377,0.96,17,3.24,1.2,0,0.75
168379,0.98,26,2.66,0.7,0,0.9
168380,0.89,24,2.32,0.7,0,0.68
168381,0.74,21,1.74,0.5,0,0.49
168382,0.42,12,1.19,0,0,0.5
168383,0.56,27,1.73,0.2,0,0.43
168384,0.96,27,0.92,0,8.2,0
168385,2.32,55,0.9,0,43.3,0
168386,0.61,42,0.4,0,7.4,0
168387,0.5,27,0.32,0,5.3,0
168388,0.56,31,0.36,0,5,0
168389,2.14,14,0.54,0,5.6,0
168390,0.91,14,0.6,0,7.7,0
168391,2.04,85,0.3,0,88,0
168392,1.02,94,0.3,0,55.6,0
168393,0.43,17,0.8,0,84,0
168394,0.38,16,0.77,0,33,0
168395,0.89,23,0.44,0,35.6,0
168396,3.14,58,0.78,0,23.4,0
168397,0.22,11,0.28,0,1.7,0
168398,0.42,18,0.38,0,6.4,0
168399,0.47,28,0.63,0,3.5,0
168400,0.68,32,0.7,0,7.2,0
168401,0.61,29,0.63,0,4.8,0
168402,1.12,52,1.03,0,2.2,0
168403,2.35,55,1.58,0,4,0
168404,2.12,50,1.42,0,2.6,0
168405,1,58,0.34,0,33,0
168406,1.09,62,0.24,0,18.4,0
168407,1.3,38,0.23,0,69,0
168408,0.8,26,0.15,0,23,0
168409,0.28,13,0.2,0,2.8,0
168410,2.11,61,1.32,0,9.7,0
168411,2.27,64,1.37,0,6.1,0
168412,0.83,15,0.79,0,6.5,0
168413,0.72,13,0.69,0,3.3,0
168414,0.36,14,0.07,0,12,0
168415,0.36,20,0.17,0,5.7,0
168416,4,42,0.6,0,51.7,0
168417,2.32,34,0.49,0,31,0
168418,6.14,146,7.52,0,1.4,0
168419,4.76,64,0.79,0,37,0
168420,3.14,62,0.79,0,33,0
168421,1.6,33,0.39,0,93.4,0
168422,3.47,13,0.71,5.3,0,0
168423,12.18,19,2.03,5.1,0,0
168424,0.4,19,0.03,0,62,0
168425,0.4,19,0.31,0,54,0
168426,1.1,14,0.06,0,4.2,0
168427,3.21,37,1.51,0,16.5,0
168428,3.1,35,1.6,0,12.6,0
168429,1.24,13,0.2,0,3.7,0
168430,0.9,22,0.33,0,27.4,0
168431,1.2,12,0.2,0,3.7,0
168432,0.44,12,0.27,0,2.6,0
168433,0.43,10,0.32,0,0,0
168434,0.4,9,1.1,0.1,0,0.1
168435,0.53,19,0.96,0.5,0,0
168436,1.72,132,7.66,3.9,3.5,0
168437,0.44,14,1.33,0.7,0.3,0
168438,1.5,11,0.17,0,130,0
168439,0.8,7,0.11,0,65,0
168440,0.8,39,0.38,0,30,0
168441,0.66,32,0.31,0,16,0
168442,0.62,21,0.35,0,17.3,0
168443,0.7,19,0.37,0,11.2,0
168444,0.65,21,0.36,0,18.4,0
168445,0.64,23,0.41,0,14,0
168446,1.38,65,0.54,0,3.8,0
168447,3.2,38,0.2,0,1,0
168448,0.8,12,0.32,0,9,0
168449,0.57,9,0.23,0,4.7,0
168450,1.39,23,0.17,0,4.2,0
168451,0.4,16,0.15,0,22,0
168452,0.15,9,0.13,0,15.1,0
168453,6.73,170,2.13,0,0,0
168454,0.44,20,0.24,0,25,0
168455,0.18,10,0.12,0,18.8,0
168456,8.9,144,1.95,0,3,0
168457,2.85,121,1.23,0,3,0
168458,1.8,2,1.05,0,39,0
168459,0.84,12,0,0,73,0
168460,1.31,60,1.04,0,8.3,0
168461,0.4,96,2.1,0,12,0
168462,2.71,79,0.53,0,28.1,0
168463,3.57,87,0.76,0,9.8,0
168464,0.44,20,0.29,0,19.3,0
168465,0.37,16,0.22,0,11.6,0
168466,0.71,13,0.29,0,2.7,0
168467,0.48,23,0.37,0,6.4,0
168468,0.52,27,0.34,0,6.8,0
168469,0.51,13,0.21,0,5.3,0
168470,0.48,13,0.2,0,3.7,0
168471,0.68,14,0.26,0,2.3,0
168472,0.7,32,0.13,0,11,0
168473,0.88,14,0.17,0,6.2,0
168474,0.58,9,0.12,0,3.5,0
168475,0.4,19,0.13,0,11,0
168476,0.47,22,0.15,0,9.5,0
168477,1.52,53,0.63,0,8.2,0
168478,0.55,1,0.43,0,6.4,0
168479,0.53,19,0.5,0,4.6,0
168480,0.94,24,0.47,0,8.5,0
168481,0.89,23,0.45,0,5.9,0
168482,0.61,25,0.3,0,2.4,0
168483,0.69,27,0.32,0,19.6,0
168484,0.72,18,0.2,0,12.8,0
168485,0.89,22,0.18,0,26.4,0
168486,0.72,30,0.27,0,5,0
168487,2.25,45,0.41,0,52,0
168488,1.18,20,0.21,0,35.5,0
168489,0.6,8,0.51,0,21,0
168490,2.22,25,0.63,0,1.9,0
168491,2.3,32,0.71,0,1.4,0
168492,2.26,55,0.88,0,41.1,0
168493,1.21,49,0.22,0,0.3,0
168494,0.56,10,0.41,0,24.4,0
168497,0.24,3,0.47,0,0,0
168498,1.82,42,0.74,0,12.8,0
168499,0.65,14,0.47,0,11.4,0
168500,2.11,111,0.97,0,17.3,0
168501,2.71,54,0.69,0,0.7,0
168502,0.9,13,0.2,0,3.4,0
168503,0.9,13,0.2,0,3.4,0
168504,0.9,13,0.2,0,4,0
168505,1.06,13,0.2,0,2.8,0
168506,0.79,23,0.35,0,3.6,0
168507,0.63,16,0.23,0,2.8,0
168508,1.9,68,0.5,0,24.9,0
168509,3.64,57,0.22,0,32.5,0
168510,0.67,21,0.45,0,64.9,0
168511,0.61,13,0.28,0,40.1,0
168512,0.61,20,0.3,0,40.1,0
168513,1.2,20,0.33,0,62,0
168514,0.17,15,0.2,0,37.5,0
168515,0.66,17,0.25,0,10.8,0
168516,0.38,24,0.23,0,17,0
168517,1.04,11,0.17,0,26,0
168518,0.64,8,0.26,0,2.7,0
168519,0.53,11,0.35,0,2.3,0
168520,0.32,9,0.17,0,44.3,0
168521,0.41,9,0.13,0,31.3,0
168522,3.74,18,0.2,0,23.9,0
168523,1.13,21,0.23,0,18.2,0
168524,1.12,30,0.27,0,26.4,0
168525,0.45,26,0.62,0,5.5,0
168528,0.7,41,0.24,0,17,0
168532,0.45,42,0.42,0,97,0
168533,0.76,42,0.38,0,5.1,0
168534,0.7,23,0.3,0,37,0
168537,1.74,12,0.87,0.2,4,0
168538,0.52,37,0.45,0,6.8,0
168539,0.55,31,0.54,0,6.2,0
168541,0.41,16,0.36,0,5.5,0
168542,0.42,23,0.46,0,8.1,0
168543,0.42,23,0.46,0,8.1,0
168544,0.41,18,0.37,0,6.3,0
168545,0.35,19,0.4,0,3.1,0
168546,0.8,11,0.18,0,46.5,0
168547,0.62,8,0.06,0,58.7,0
168548,0.52,7,0.05,0,41.2,0
168550,0.47,12,0.15,0,162.8,0
168551,3.1,35,1.6,0,12.6,0
168552,0.43,10,0.32,0,0,0
168553,0.16,5,0.31,0,30,0
168554,0.19,19,0.24,0,6,0
168555,0.26,18,0.27,0.2,6,0.07
168556,0.35,13,0.17,0,4.1,0
168557,0.4,9,1.1,31.9,0,0.1
168558,0.26,7,0.1,0,2.3,0
168559,1.68,6,0.19,0,84.9,0
168560,1.25,19,0.21,0,1,0
168561,0.87,5,0.14,0,1,0
168562,0.4,4,0.02,0,1,0
168563,0.26,7,0.1,0,2.3,0
168564,0.57,13,0.62,0,8,0
168565,0.79,33,0.83,0,34.1,0
168566,0.62,20,0.22,0,11.7,0
168567,9.09,194,1.99,0,39.2,0
168568,0.89,10,0.17,0,2.6,0
168569,3.13,38,1.15,0,7.9,0
168570,6.04,88,1.02,0,31.4,0
168571,0.59,52,0.25,0,9.3,0
168572,0.74,8,0.14,0,3.2,0
168573,8.17,60,2.23,0,2.6,0
168574,1.55,33,1,0,3.7,0
168575,2.63,95,0.67,0,11.1,0
168576,0.25,15,0.14,0,118.6,0
168577,1.33,4,0.09,0,34.2,0
168578,0.46,16,0.3,0,92.9,0
168579,9.83,130,1.4,0,6.4,0
168580,1.33,18,0.77,0.7,0,0
168581,5.88,83,1.32,0,0,0
168582,1.43,7,0.67,0,0,0
168583,1.03,69,1.62,0,41.9,0
168584,0.73,19,0.71,0,17.8,0
168585,3.36,92,2.04,0,1.5,0
168586,1.92,50,1.82,0,0.7,0
168587,0.11,314,0.3,0,30.7,0
168588,3.49,279,3.29,0,0,0
168589,0.53,18,0.4,0,9.5,0
168590,2.1,64,1.43,0,28,0
168591,0.95,56,0.28,0,0,0
168592,2.83,240,2.6,0,0.7,0
168593,4.28,127,5.21,0,1.1,0
168594,6.81,129,5.3,0,1.4,0
168595,4.12,311,4.89,0,2.7,0
168596,3.73,279,3.31,0,0,0
168597,4.91,206,4.43,0,0,0
168598,2.65,118,1.29,0,0.7,0
168599,3.7,225,3.8,0,0.4,0
168600,2.61,229,3.36,0,0.5,0
168601,3.31,262,10.3,0,0.3,0
168602,3.68,274,3.07,0,0,0
168603,3.49,279,3.29,0,0,0
168604,4.42,95,4.62,0,4.2,0
168605,0.72,5,0.82,0.3,0,0.73
168606,1.08,6,1.24,0.4,0,0.9
168607,1.92,23,4.31,0,0,2.43
168608,1.99,19,4.55,0,0,1.97
168609,1.62,23,4.12,0.1,0,1.18
168610,3.47,24,6.05,0.2,0,3.41
168611,1.84,23,5.11,0,0,1.74
168612,1.87,18,3.85,0,0,3.11
168613,2.31,15,4.88,0.7,0,2.62
168614,2.16,22,4.78,0,0,3.39
168615,3.36,22,7.8,0.3,0,3.46
168616,2.7,28,4.64,0.1,0,3.17
168617,2.71,28,4.66,0,0,3.17
168618,3.16,23,4.65,0.1,0,2.14
168619,1.65,11,3.86,0.1,0,1.79
168620,3.57,20,4.69,0.1,0,1.89
168621,1.94,20,5.28,0,0,2.51
168622,2.55,13,1.02,0,10.7,9.51
168623,2.22,15,1.35,0,3.3,15.2
168624,2.3,12,1.09,0,10.5,10.1
168625,4.31,21,1.7,0,2,8.55
168626,6.54,21,5.3,1.2,1.9,70.58
168627,6.17,22,5.23,1.2,0.7,83.13
168628,7.95,14,1.61,0,38.5,3.81
168629,5.4,10,1.64,0,32.7,2.59
168630,5.67,17,3.58,0,0,2.56
168631,3.23,15,3.91,0.1,0,4.48
168632,3.47,20,4.52,0.1,0,4.39
168633,1.83,26,5.44,0,0,1.54
168634,1.96,26,5.71,0.1,0,1.71
168635,2.07,26,5.75,0,0,1.89
168636,1.92,27,5.7,0,0,1.47
168637,3.22,23,4.67,0.1,0,2.16
168638,3.24,25,5.06,0,0,2.27
168639,3.24,25,5.06,0,0,2.27
168640,2.26,11,3.52,0,0,1.98
168641,3.44,23,4.8,0.1,0,2.19
168642,1.66,11,3.88,0.1,0,1.81
168643,3.57,21,4.61,0.1,0,1.96
168644,3.66,26,5.11,0,0,2.27
168645,1.77,12,4.01,0,0,1.84
168646,1.78,21,3.68,0,0,1.71
168647,1.59,22,3.75,0,0,1.24
168648,1.84,26,5.46,0,0,1.43
168649,3.25,17,5.15,0,0,2.28
168650,2.41,20,5.82,0,0,2.79
168651,2.25,19,6.14,0,0,2.9
168652,1.64,14,3.57,0.1,0,2.07
168653,2.43,20,7.76,0.1,0,3.32
168654,3.14,23,9.82,0.1,0,5.18
168655,2.51,20,7.9,0.1,0,4.42
168656,2.06,24,5.21,0.1,0,1.81
168657,2.04,24,5.15,0.1,0,1.73
168658,2.08,24,5.3,0.1,0,1.95
168659,3.11,22,9.4,0.1,0,4.94
168660,2.08,19,7.52,0.1,0,2.73
168661,2.08,19,7.54,0.1,0,2.69
168662,2.12,19,7.66,0.1,0,2.78
168663,2.11,20,4.89,0.1,0,1.58
168664,1.7,19,3.71,0,0,2.25
168665,2.46,20,5.77,0.4,0,2.4
168666,1.59,18,4.32,0,0,1.54
168667,2.53,20,6.98,0.3,0,2.22
168668,1.73,19,4.56,0,0,1.79
168669,2.61,20,6.87,0.3,0,2.46
168670,1.61,19,4.52,0,0,1.5
168671,3.08,19,8.23,0.4,0,2.27
168672,2.07,17,5.07,0,0,3.44
168673,3.2,20,8.65,0,0,2.31
168674,2.47,22,9.73,0.1,0,3.24
168675,1.72,16,3.66,0,0,2.79
168676,2.18,20,5.23,0,0,2.87
168678,1.77,17,3.79,0,0,2.86
168679,2.17,20,5.39,0,0,2.56
168680,1.71,16,3.75,0,0,2.71
168681,2.19,19,5.07,0,0,2.89
168683,2.19,19,5.07,0,0,2.89
168685,1.65,15,3.58,0,0,2.63
168686,2.08,19,4.87,0,0,2.79
168688,1.64,20,4.37,0,0,1.62
168690,1.4,20,3.28,0,0,0.93
168691,1.67,23,4.97,0,0,1.41
168692,3.02,24,9.71,0.1,0,5.28
168693,2.49,19,7.55,0.1,0,4.33
168694,1.99,22,3.24,0.2,0,2.82
168695,2.55,26,4.35,0.2,0,3.03
168696,2.16,17,4.43,0,0,1.47
168697,1.84,22,3.8,0,0,1.76
168698,2.7,21,5.4,0,0,1.97
168699,2.15,17,4.31,0,0,1.56
168700,1.63,22,3.85,0,0,1.23
168701,1.92,23,3.97,0,0,1.84
168702,2.33,18,4.65,0,0,1.71
168703,1.69,23,3.98,0,0,1.27
168704,2.24,18,4.74,0,0,1.44
168705,2.02,22,4.45,0,0,3.03
168706,2.83,26,6.73,0.2,0,2.81
168707,2.5,19,7.53,0.1,0,4.29
168708,3.4,35,4.58,0.1,0,3.9
168709,3.14,24,4.31,0,0,2.61
168710,2.54,20,5.09,0,0,1.84
168711,2.97,33,4.35,0.2,0,3.28
168712,1.74,24,4.1,0,0,1.32
168713,3.18,25,4.37,0,0,2.64
168714,2,22,4.98,0.1,0,1.76
168715,1.91,10,3.19,0.1,0,1.8
168716,2.95,20,4.09,0.1,0,2.01
168717,1.64,10,3.31,0.1,0,1.66
168718,1.75,21,4.65,0.3,0,1.73
168719,1.47,21,3.45,0,0,0.98
168720,1.63,23,4.85,0,0,1.38
168721,1.58,18,3.14,0,0,2.75
168722,1.76,21,4.67,0,0,1.74
168723,3.11,26,4.03,0,0,3.37
168724,1.42,20,3.32,0,0,0.92
168725,1.63,23,4.85,0,0,1.37
168726,1.48,21,3.55,0,0,1.05
168727,1.73,22,4.87,0.2,0,1.59
168728,1.46,20,3.57,0,0,1.11
168729,1.81,22,4.81,0,0,1.77
168730,3.19,22,6.39,0.1,0,3.22
168731,2.95,26,8.03,0.1,0,3.3
168732,2.94,25,8.43,0.1,0,3.62
168733,1.74,23,4.9,0,0,1.63
168734,1.49,21,3.58,0,0,1.06
168735,1.7,20,4.52,0,0,1.69
168736,1.47,21,3.61,0,0,1.15
168737,1.62,23,4.82,0,0,1.37
168738,2.81,24,8.92,0,0,3.42
168739,2.8,24,8.92,0,0,3.78
168740,3.26,17,5.22,0,0,2.3
168741,3.25,16,4.89,0,0,2.25
168742,2.21,21,8.29,0.1,0,2.98
168743,1.98,22,4.93,0.1,0,1.68
168744,2.83,24,7.43,0,0,3.8
168745,2.66,25,5.72,0,0,4.3
168746,0.02,6,0.01,0,0,0.02
168747,0,7,0,0,0,0
168748,0,6,0.01,0,0,0
168749,0.03,5,0.01,0,0,0.02
168750,0.03,6,0.2,0,1.5,0
168751,0.3,7,0.63,1,0,1.25
168752,0.21,8,0.13,0,4.9,0
168753,0.02,7,0.6,0,19.3,0
168754,1.63,90,1.34,0,0.2,0.67
168755,2.65,62,2.29,0,0.6,0.8
168756,0.49,20,0.69,0.4,0.7,0.18
168757,0.57,10,0.17,0.1,0.5,0.21
168758,0.28,4,0.06,0,13.7,0
168759,2.09,55,1.1,0,0.4,0
168760,1.39,47,0.93,0,0.9,0.33
168761,0.34,25,0.99,0,0.7,0.29
168762,0.7,0,0,0,0.5,0
168763,1.21,62,1.28,0,0.3,0.26
168764,0.49,88,1.15,0,0,0.11
168765,0.42,0,0,0,0.9,0.33
168766,0.57,0,0,0,0,0
168767,0.67,29,0.55,0,0.2,0.16
168768,0.81,27,1.06,0,0.6,0.33
168769,1.32,61,1.61,0,0.3,0.26
168770,1.13,28,0.43,0,0.9,0.37
168771,0,0,0,0,0,0
168772,1.93,45,1.05,0,0.4,1.17
168773,0.34,16,0.51,1.2,0.1,0.52
168774,36,0,0,0,0,0
168775,0.13,2,0.01,0,0,0
168776,0.94,1,0.01,0,0,0
168777,0.55,20,0.64,0,0.1,0.47
168778,1.27,18,0.34,0,0.3,0.09
168779,1.29,45,0.62,0,0,0
168780,0.34,21,0.57,1,0.1,0.37
168781,0.15,14,0.33,0,0.8,0.3
168782,0.11,8,0.43,0,1.3,0.15
168783,1.79,8,0.31,0,0,0
168784,0.01,1,0.06,0,0,0.02
168785,0.07,12,0.33,0,0.8,0.3
168786,0.06,11,0.33,0.8,0.8,0.3
168787,0.33,17,0.61,1.1,0.2,0.58
168788,0.06,12,0.34,0.9,0.7,0.25
168789,0.3,20,0.51,0.9,0.9,0.33
168790,0.05,13,0.36,0.9,0.9,0.33
168791,1.29,49,1.67,0,0.3,0
168792,0.07,1,0.04,0,0,0
168793,0.05,12,0.35,0.9,0.9,0.33
168794,7.07,18,6.36,0,0,0
168795,1.42,21,0.29,0,0,0
168796,0.06,12,0.35,0.9,0.7,0.26
168797,0.36,7,0.23,0,1.2,0.21
168798,0.11,5,0.17,0,0.3,0.31
168799,1.69,15,0.3,0,0,0.15
168800,0.93,30,0.64,0.2,0,0.02
168801,0.78,6,0.11,0,0.8,0
168802,0,2,0.01,0,0,0
168803,0.09,3,0.01,0,0,0.01
168804,1.11,0,0,0,0.8,0
168805,3.18,0,0,0,0,0
168806,0.34,0,0,0,0.7,0
168807,1.2,0,0,0,0.4,0
168808,0,0,0,0,120,0
168809,0.93,29,0.58,0.2,0.7,0.29
168810,0.21,14,0.34,0,7.7,0.3
168811,0,0,0,0,90.3,0
168812,0.09,0,0.03,0,0.5,0
168813,0.54,1,0.15,0,0.7,0
168814,0.86,0,0,0,0.5,0
168815,0.3,14,0.42,0.1,0.8,0.29
168816,0.31,4,0.06,0,0.6,0
168817,1.11,46,0.76,0,0.3,0.03
168818,0.85,0,0,0,0.7,0
168819,0.15,2,0.04,0,4.8,0
168820,4.72,242,0.29,0,0,0
168821,2.71,1,0.47,0,0,0
168822,0.29,2,0.04,0,1.7,0
168823,0.01,0,0,0,59.4,0
168824,0.24,7,0.05,0,3.6,0
168825,0.04,10,0.34,1.1,0,0.31
168826,0.72,17,0.3,0,0.3,0
168827,0.15,14,0.33,0,0.8,0.3
168828,0.57,15,0.35,0,0.3,0
168829,0.2,16,0.36,0,0.7,0.25
168830,0.06,11,0.32,0,0.8,0.3
168831,0.17,4,0.02,0,0,0
168832,0.13,1,0.1,0,0,0.06
168833,0.71,9,0.03,0,0,0
168834,0,36,0.48,0,0,0
168835,1.3,48,0.83,0,0.2,0.06
168836,0.37,8,0.04,0,0,0
168837,0,1,0.44,0,0,0
168838,0.07,2,0.23,0,0,0
168839,0.74,9,0.03,0,0,0
168840,0,0,0,0,67.1,0
168841,0,5,0,0,0.5,0.18
168842,0.01,0,0,0,61.1,0
168843,0,1,0.02,0,66.8,0
168844,0.01,2,0.01,0,0,0.01
168845,0.93,30,0.63,0,0,0.01
168846,0.02,2,0.09,0,0,0.01
168847,3.53,5,0.11,0,13.2,0
168848,1.25,27,0.49,0,0.3,0.29
168849,1.25,76,0.75,0,6.3,0
168850,3.4,21,2.42,0,6.8,1
168851,1.04,0,0.71,0,1.5,0.13
168852,0.6,20,0.37,0,0.1,0.09
168853,0.8,40,0.58,0,1.2,0
168854,2.27,64,0.99,0,47.3,0
168855,1.8,144,3,0,0,0
168856,0.74,45,1.17,0,0,0
168857,1.4,114,2,0,0,0
168858,1.63,97,0,0,0.2,0
168859,1.6,97,1.15,0,0.2,0
168860,1.28,41,2.14,0,21.4,2.14
168861,4,50,1.42,0,1.7,0.18
168862,6.14,37,5.24,0,7.8,0
168863,4.8,99,3.4,0,5.5,0.27
168864,1.14,48,0.78,0,108.8,0
168865,1.2,84,0.38,0,5,0
168866,0.12,2,0.04,0,0,0.01
